0,1,2
a,xxx,<\s>
<s>,a,man
a,man,<\s>
<s>,on,there
on,there,<\s>
<s>,in,there
in,there,<\s>
<s>,look,<\s>
<s>,there,<\s>
<s>,light,<\s>
<s>,light,<\s>
<s>,light,gone
light,gone,<\s>
<s>,man,gone
man,gone,<\s>
<s>,man,<\s>
<s>,man,gone
man,gone,<\s>
<s>,man,<\s>
<s>,the,man
the,man,next
man,next,<\s>
<s>,man,<\s>
<s>,man,next
man,next,<\s>
<s>,man,next
man,next,<\s>
<s>,man,<\s>
<s>,good,light
good,light,there
light,there,<\s>
<s>,oh,<\s>
<s>,driver,<\s>
<s>,jump,<\s>
<s>,a,boat
a,boat,<\s>
<s>,a,boat
a,boat,<\s>
<s>,no,me
no,me,<\s>
<s>,i,want
i,want,toys
want,toys,<\s>
<s>,want,toys
want,toys,<\s>
<s>,a,boat
a,boat,<\s>
<s>,eve,bought
eve,bought,me
bought,me,<\s>
<s>,eve,bought
eve,bought,sock
bought,sock,<\s>
<s>,eve,bought
eve,bought,them
bought,them,<\s>
<s>,eve,bought
eve,bought,<\s>
<s>,eve,bought
eve,bought,mhm
bought,mhm,<\s>
<s>,not,ride
not,ride,the
ride,the,boat
the,boat,<\s>
<s>,i,ride
i,ride,<\s>
<s>,i,want
i,want,park
want,park,<\s>
<s>,go,park
go,park,<\s>
<s>,xxx,<\s>
<s>,daniel,cut
daniel,cut,lawn
cut,lawn,<\s>
<s>,age,<\s>
<s>,daniel,<\s>
<s>,daniel,cut
daniel,cut,lawn
cut,lawn,<\s>
<s>,truck,<\s>
<s>,not,the
not,the,truck
the,truck,<\s>
<s>,it,bang
it,bang,<\s>
<s>,that,big
that,big,bang
big,bang,<\s>
<s>,bang,<\s>
<s>,baby,<\s>
<s>,dust,<\s>
<s>,dust,<\s>
<s>,late,<\s>
<s>,late,<\s>
<s>,man,<\s>
<s>,knock_knock,no
knock_knock,no,<\s>
<s>,no,<\s>
<s>,seesaw,<\s>
<s>,no,<\s>
<s>,cat,<\s>
<s>,mieow,<\s>
<s>,mieow,cat
mieow,cat,<\s>
<s>,toy,<\s>
<s>,it,toy
it,toy,<\s>
<s>,xxx,<\s>
<s>,there,a
there,a,spoon
a,spoon,<\s>
<s>,a,bee
a,bee,<\s>
<s>,apple,<\s>
<s>,xxx,<\s>
<s>,apple,<\s>
<s>,fly,<\s>
<s>,it's,fly
it's,fly,<\s>
<s>,there,a
there,a,cat
a,cat,<\s>
<s>,igloo,<\s>
<s>,there,<\s>
<s>,i,get
i,get,the
get,the,fly
the,fly,<\s>
<s>,that,fly
that,fly,<\s>
<s>,a,fly
a,fly,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,pen,<\s>
<s>,p,<\s>
<s>,there,<\s>
<s>,kite,<\s>
<s>,and,that
and,that,fly
that,fly,<\s>
<s>,there,<\s>
<s>,bee,<\s>
<s>,bee,<\s>
<s>,there,a
there,a,bee
a,bee,<\s>
<s>,may,<\s>
<s>,may,<\s>
<s>,swim,<\s>
<s>,it,a
it,a,spoon
a,spoon,<\s>
<s>,yeah,<\s>
<s>,tea,<\s>
<s>,fly,<\s>
<s>,man,<\s>
<s>,kite,<\s>
<s>,kite,<\s>
<s>,mice,<\s>
<s>,may,<\s>
<s>,may,<\s>
<s>,may,<\s>
<s>,may,<\s>
<s>,queen,<\s>
<s>,it,queen
it,queen,<\s>
<s>,mine,<\s>
<s>,car,<\s>
<s>,xxx,<\s>
<s>,coat,<\s>
<s>,xxx,<\s>
<s>,peach,<\s>
<s>,grape,<\s>
<s>,cat,<\s>
<s>,whale,<\s>
<s>,swim,<\s>
<s>,a,big
a,big,boat
big,boat,<\s>
<s>,this,a
this,a,boat
a,boat,<\s>
<s>,boat,<\s>
<s>,boat,<\s>
<s>,it,crying
it,crying,<\s>
<s>,that,a
that,a,floor
a,floor,<\s>
<s>,that,a
that,a,carrot
a,carrot,<\s>
<s>,eat,carrot
eat,carrot,<\s>
<s>,eat,eat
eat,eat,<\s>
<s>,toast,<\s>
<s>,drink,<\s>
<s>,hat,<\s>
<s>,stand,up
stand,up,<\s>
<s>,dig,<\s>
<s>,dig,<\s>
<s>,dig,<\s>
<s>,dig,<\s>
<s>,dance,<\s>
<s>,a,boat
a,boat,<\s>
<s>,digger,make
digger,make,noise
make,noise,<\s>
<s>,noise,<\s>
<s>,yeah,<\s>
<s>,it,tip
it,tip,there
tip,there,<\s>
<s>,tip,there
tip,there,<\s>
<s>,no,<\s>
<s>,not,<\s>
<s>,mummy,get
mummy,get,<\s>
<s>,lift,<\s>
<s>,lift,<\s>
<s>,lift,up
lift,up,<\s>
<s>,lift,<\s>
<s>,no,not
no,not,<\s>
<s>,dig,<\s>
<s>,walk,<\s>
<s>,floor,<\s>
<s>,i,want
i,want,digger
want,digger,<\s>
<s>,a,<\s>
<s>,lady,sit
lady,sit,there
sit,there,<\s>
<s>,lady,sit
lady,sit,there
sit,there,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,i,throw
i,throw,<\s>
<s>,i,want
i,want,<\s>
<s>,a,<\s>
<s>,i,get
i,get,down
get,down,<\s>
<s>,i,want
i,want,down
want,down,<\s>
<s>,train,<\s>
<s>,choo,<\s>
<s>,train,<\s>
<s>,train,it
train,it,was
it,was,dark
was,dark,<\s>
<s>,dark,<\s>
<s>,green,there
green,there,<\s>
<s>,green,<\s>
<s>,xxx,<\s>
<s>,throw,<\s>
<s>,get,in
get,in,boat
in,boat,<\s>
<s>,other,box
other,box,<\s>
<s>,other,box
other,box,<\s>
<s>,other,box
other,box,<\s>
<s>,daddy,that
daddy,that,mhm
that,mhm,<\s>
<s>,this,digger
this,digger,<\s>
<s>,sand,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,it,turn
it,turn,back
turn,back,<\s>
<s>,it,bang
it,bang,<\s>
<s>,it,bang
it,bang,<\s>
<s>,these,<\s>
<s>,the,toys
the,toys,there
toys,there,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,oh,<\s>
<s>,on,here
on,here,bump
here,bump,<\s>
<s>,bump,<\s>
<s>,xxx,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,it,a
it,a,digger
a,digger,<\s>
<s>,floor,<\s>
<s>,boy,on
boy,on,wheels
on,wheels,<\s>
<s>,break,toys
break,toys,<\s>
<s>,one,three
one,three,<\s>
<s>,jump,<\s>
<s>,no,<\s>
<s>,i,got
i,got,big
got,big,car
big,car,<\s>
<s>,one,two
one,two,three
two,three,<\s>
<s>,jump,off
jump,off,<\s>
<s>,hair,<\s>
<s>,hair,<\s>
<s>,the,box
the,box,<\s>
<s>,in,the
in,the,box
the,box,broke
box,broke,<\s>
<s>,box,<\s>
<s>,box,<\s>
<s>,broke,<\s>
<s>,it's,the
it's,the,lady
the,lady,<\s>
<s>,me,<\s>
<s>,me,<\s>
<s>,that,me
that,me,<\s>
<s>,it,break
it,break,<\s>
<s>,it,break
it,break,<\s>
<s>,the,top
the,top,break
top,break,<\s>
<s>,bang,<\s>
<s>,xxx,<\s>
<s>,this,nose
this,nose,<\s>
<s>,it,a
it,a,that
a,that,<\s>
<s>,it,that
it,that,<\s>
<s>,brush,<\s>
<s>,brush,<\s>
<s>,crumb,<\s>
<s>,a,it
a,it,light
it,light,<\s>
<s>,one,three
one,three,<\s>
<s>,three,jump
three,jump,<\s>
<s>,tea,<\s>
<s>,tea,<\s>
<s>,there,we
there,we,are
we,are,<\s>
<s>,there,tea
there,tea,<\s>
<s>,want,tea
want,tea,<\s>
<s>,make,tea
make,tea,<\s>
<s>,water,<\s>
<s>,some,more
some,more,<\s>
<s>,tea,<\s>
<s>,i,want
i,want,tea
want,tea,<\s>
<s>,tea,<\s>
<s>,the,tea
the,tea,<\s>
<s>,tea,<\s>
<s>,the,tea
the,tea,<\s>
<s>,where,tea
where,tea,<\s>
<s>,cold,tea
cold,tea,<\s>
<s>,drink,<\s>
<s>,no,<\s>
<s>,get,<\s>
<s>,forgot,<\s>
<s>,get,the
get,the,tea
the,tea,<\s>
<s>,there,tea
there,tea,<\s>
<s>,tea,<\s>
<s>,i,get
i,get,tea
get,tea,<\s>
<s>,hot,<\s>
<s>,it,hot
it,hot,<\s>
<s>,hot,<\s>
<s>,hot,cold
hot,cold,<\s>
<s>,tea,gone
tea,gone,<\s>
<s>,okay,<\s>
<s>,daddy,tea
daddy,tea,<\s>
<s>,mummy,<\s>
<s>,it,hot
it,hot,<\s>
<s>,tea,<\s>
<s>,there,tea
there,tea,<\s>
<s>,wet,<\s>
<s>,tea,<\s>
<s>,tea,<\s>
<s>,tea,mhm
tea,mhm,<\s>
<s>,bin,<\s>
<s>,eat,<\s>
<s>,that,the
that,the,tea
the,tea,<\s>
<s>,tea,hot
tea,hot,<\s>
<s>,ted,<\s>
<s>,hot,<\s>
<s>,hot,<\s>
<s>,make,the
make,the,<\s>
<s>,eat,<\s>
<s>,a,drink
a,drink,<\s>
<s>,daddy,<\s>
<s>,hot,<\s>
<s>,it,gone
it,gone,<\s>
<s>,this,bit
this,bit,there
bit,there,<\s>
<s>,here,you
here,you,are
you,are,<\s>
<s>,cup,<\s>
<s>,cup,<\s>
<s>,cup,<\s>
<s>,it,gone
it,gone,<\s>
<s>,yeah,<\s>
<s>,cup,<\s>
<s>,cup,<\s>
<s>,it,gone
it,gone,<\s>
<s>,dust,<\s>
<s>,the,dust
the,dust,<\s>
<s>,tea,on
tea,on,there
on,there,<\s>
<s>,not,<\s>
<s>,not,<\s>
<s>,not,<\s>
<s>,i,not
i,not,<\s>
<s>,not,<\s>
<s>,it,gone
it,gone,<\s>
<s>,it,gone
it,gone,<\s>
<s>,daddy,back
daddy,back,<\s>
<s>,teddy,eat
teddy,eat,tea
eat,tea,<\s>
<s>,drink,<\s>
<s>,balloon,<\s>
<s>,cup,lady
cup,lady,<\s>
<s>,ted,<\s>
<s>,stop,<\s>
<s>,stop,<\s>
<s>,stop,<\s>
<s>,stop,<\s>
<s>,it,on
it,on,<\s>
<s>,it,on
it,on,<\s>
<s>,it,it
it,it,stop
it,stop,<\s>
<s>,stop,<\s>
<s>,knick_knicks,<\s>
<s>,dress,<\s>
<s>,dress,<\s>
<s>,knick,it
knick,it,knick
it,knick,<\s>
<s>,no,<\s>
<s>,not,<\s>
<s>,he,gone
he,gone,<\s>
<s>,car,<\s>
<s>,bow,<\s>
<s>,a,bow
a,bow,<\s>
<s>,fly,<\s>
<s>,crying,<\s>
<s>,i,kiss
i,kiss,<\s>
<s>,kiss,<\s>
<s>,hair,<\s>
<s>,pull,hair
pull,hair,<\s>
<s>,a,fly
a,fly,<\s>
<s>,shoe,<\s>
<s>,a,fly
a,fly,<\s>
<s>,it,shoe
it,shoe,<\s>
<s>,shoe,<\s>
<s>,it,shoe
it,shoe,<\s>
<s>,cry,<\s>
<s>,car,<\s>
<s>,there,dolly
there,dolly,<\s>
<s>,there,brick
there,brick,<\s>
<s>,good,morning
good,morning,<\s>
<s>,car,<\s>
<s>,car,<\s>
<s>,another,car
another,car,<\s>
<s>,car,<\s>
<s>,xxx,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,stuck,<\s>
<s>,car,<\s>
<s>,stuck,<\s>
<s>,i,want
i,want,<\s>
<s>,yeah,<\s>
<s>,man,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,man,<\s>
<s>,lady,sit
lady,sit,there
sit,there,<\s>
<s>,lady,sit
lady,sit,there
sit,there,<\s>
<s>,car,<\s>
<s>,there,a
there,a,car
a,car,<\s>
<s>,elephant,<\s>
<s>,there,elephant
there,elephant,<\s>
<s>,i,walk
i,walk,<\s>
<s>,hair,<\s>
<s>,hair,<\s>
<s>,one,more
one,more,<\s>
<s>,one,more
one,more,<\s>
<s>,fence,<\s>
<s>,i,nearly
i,nearly,done
nearly,done,<\s>
<s>,bear,<\s>
<s>,a,bear
a,bear,<\s>
<s>,bear,<\s>
<s>,clean,the
clean,the,fly
the,fly,<\s>
<s>,fly,<\s>
<s>,wipe,fly
wipe,fly,<\s>
<s>,get,<\s>
<s>,got,wipe
got,wipe,<\s>
<s>,got,wipe
got,wipe,<\s>
<s>,got,wipe
got,wipe,<\s>
<s>,fly,gone
fly,gone,<\s>
<s>,get,it
get,it,<\s>
<s>,get,<\s>
<s>,get,<\s>
<s>,fly,<\s>
<s>,fly,<\s>
<s>,i,got
i,got,fly
got,fly,<\s>
<s>,got,there
got,there,<\s>
<s>,it,got
it,got,there
got,there,<\s>
<s>,hey,<\s>
<s>,fly,<\s>
<s>,wipe,<\s>
<s>,i,wipe
i,wipe,it
wipe,it,<\s>
<s>,got,fly
got,fly,<\s>
<s>,got,fly
got,fly,<\s>
<s>,got,the
got,the,fly
the,fly,<\s>
<s>,got,the
got,the,fly
the,fly,<\s>
<s>,got,wipe
got,wipe,<\s>
<s>,got,wipe
got,wipe,<\s>
<s>,got,wipe
got,wipe,<\s>
<s>,got,wipe
got,wipe,<\s>
<s>,i,got
i,got,the
got,the,fly
the,fly,<\s>
<s>,there,<\s>
<s>,the,fly
the,fly,<\s>
<s>,xxx,<\s>
<s>,fly,<\s>
<s>,that,fly
that,fly,<\s>
<s>,fly,<\s>
<s>,i,want
i,want,i
want,i,want
i,want,look
want,look,<\s>
<s>,wipe,<\s>
<s>,rub,it
rub,it,<\s>
<s>,xxx,<\s>
<s>,monkey,<\s>
<s>,xxx,<\s>
<s>,i,do
i,do,<\s>
<s>,it,floor
it,floor,<\s>
<s>,floor,<\s>
<s>,fly,<\s>
<s>,xxx,<\s>
<s>,wipe,floor
wipe,floor,<\s>
<s>,a,fly
a,fly,<\s>
<s>,floor,<\s>
<s>,floor,<\s>
<s>,squash,<\s>
<s>,fly,<\s>
<s>,a,bird
a,bird,<\s>
<s>,tap,tap
tap,tap,tap
tap,tap,tap
tap,tap,<\s>
<s>,bang,<\s>
<s>,a,wee_wee
a,wee_wee,<\s>
<s>,bus,stop
bus,stop,<\s>
<s>,bus,stop
bus,stop,<\s>
<s>,bus,stop
bus,stop,<\s>
<s>,bus,stop
bus,stop,<\s>
<s>,a,fly
a,fly,<\s>
<s>,a,<\s>
<s>,gribbet,<\s>
<s>,tree,<\s>
<s>,ribbet,ribbet
ribbet,ribbet,ribbet
ribbet,ribbet,ribbet
ribbet,ribbet,<\s>
<s>,xxx,<\s>
<s>,a,duck
a,duck,<\s>
<s>,it,a
it,a,duck
a,duck,<\s>
<s>,bike,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,a,man
a,man,sit
man,sit,<\s>
<s>,a,fly
a,fly,<\s>
<s>,a,baby
a,baby,<\s>
<s>,green,no
green,no,<\s>
<s>,green,<\s>
<s>,it,green
it,green,<\s>
<s>,red,<\s>
<s>,a,<\s>
<s>,red,<\s>
<s>,and,green
and,green,<\s>
<s>,leaf,green
leaf,green,<\s>
<s>,bird,green
bird,green,<\s>
<s>,bus,stop
bus,stop,<\s>
<s>,that,there
that,there,<\s>
<s>,lady,<\s>
<s>,that,there
that,there,<\s>
<s>,lady,a
lady,a,gone
a,gone,<\s>
<s>,lady,gone
lady,gone,<\s>
<s>,lady,gone
lady,gone,<\s>
<s>,lady,gone
lady,gone,<\s>
<s>,lady,<\s>
<s>,twoo,<\s>
<s>,one,two
one,two,three
two,three,<\s>
<s>,i,want
i,want,mummy
want,mummy,there
mummy,there,<\s>
<s>,mummy,there
mummy,there,<\s>
<s>,seesaw,<\s>
<s>,no,<\s>
<s>,be,<\s>
<s>,be,<\s>
<s>,down,down
down,down,down
down,down,<\s>
<s>,xxx,<\s>
<s>,bang,<\s>
<s>,bang,<\s>
<s>,tin,<\s>
<s>,bang,tin
bang,tin,<\s>
<s>,gone,<\s>
<s>,gone,<\s>
<s>,gone,<\s>
<s>,gone,<\s>
<s>,it,gone
it,gone,<\s>
<s>,it,eat
it,eat,bear
eat,bear,<\s>
<s>,gone,<\s>
<s>,gone,<\s>
<s>,gone,<\s>
<s>,ted,<\s>
<s>,ted,gone
ted,gone,<\s>
<s>,hat,<\s>
<s>,come,off
come,off,<\s>
<s>,xxx,<\s>
<s>,it,xxx
it,xxx,<\s>
<s>,come,off
come,off,<\s>
<s>,come,off
come,off,<\s>
<s>,mummy,<\s>
<s>,ice,<\s>
<s>,cake,<\s>
<s>,nana,<\s>
<s>,nice,<\s>
<s>,nice,<\s>
<s>,hoop,<\s>
<s>,oh,what
oh,what,this
what,this,<\s>
<s>,xxx,<\s>
<s>,buy,these
buy,these,<\s>
<s>,buy,a
buy,a,yellow
a,yellow,lemon
yellow,lemon,<\s>
<s>,get,<\s>
<s>,crying,<\s>
<s>,aran,eat
aran,eat,grape
eat,grape,<\s>
<s>,more,<\s>
<s>,sore,<\s>
<s>,no,<\s>
<s>,bot_bot,sore
bot_bot,sore,<\s>
<s>,car,<\s>
<s>,yeah,<\s>
<s>,hot,<\s>
<s>,hat,<\s>
<s>,it's,er
it's,er,<\s>
<s>,toy,<\s>
<s>,no,not
no,not,<\s>
<s>,me,<\s>
<s>,xxx,<\s>
<s>,out,<\s>
<s>,out,<\s>
<s>,hot,<\s>
<s>,hot,<\s>
<s>,grass,<\s>
<s>,grass,<\s>
<s>,fly,<\s>
<s>,got,some
got,some,food
some,food,<\s>
<s>,apple,<\s>
<s>,banana,<\s>
<s>,there,boat
there,boat,<\s>
<s>,the,boat
the,boat,there
boat,there,<\s>
<s>,there,<\s>
<s>,to,see
to,see,nanny
see,nanny,<\s>
<s>,yeah,<\s>
<s>,boat,<\s>
<s>,boat,<\s>
<s>,sea,<\s>
<s>,i,want
i,want,flying
want,flying,<\s>
<s>,flying,<\s>
<s>,i,want
i,want,<\s>
<s>,i,want
i,want,it
want,it,on
it,on,<\s>
<s>,i,want
i,want,<\s>
<s>,no,<\s>
<s>,xxx,<\s>
<s>,no,no
no,no,<\s>
<s>,like,this
like,this,<\s>
<s>,bee,<\s>
<s>,bee,no
bee,no,<\s>
<s>,no,<\s>
<s>,boat,<\s>
<s>,there,boat
there,boat,<\s>
<s>,i,sit
i,sit,there
sit,there,<\s>
<s>,i,sit
i,sit,there
sit,there,<\s>
<s>,a,boat
a,boat,<\s>
<s>,get,in
get,in,<\s>
<s>,get,in
get,in,<\s>
<s>,no,<\s>
<s>,boat,<\s>
<s>,a,boat
a,boat,<\s>
<s>,hole,<\s>
<s>,there,hole
there,hole,<\s>
<s>,hole,<\s>
<s>,boots,<\s>
<s>,bump,that
bump,that,<\s>
<s>,rain,<\s>
<s>,dark,<\s>
<s>,dark,<\s>
<s>,i,want
i,want,<\s>
<s>,ding,<\s>
<s>,like,<\s>
<s>,that,that
that,that,light
that,light,<\s>
<s>,light,<\s>
<s>,light,<\s>
<s>,i,like
i,like,<\s>
<s>,like,<\s>
<s>,like,<\s>
<s>,a,slide
a,slide,<\s>
<s>,it,top
it,top,there
top,there,<\s>
<s>,top,<\s>
<s>,dust,boat
dust,boat,<\s>
<s>,yeah,<\s>
<s>,get,fly
get,fly,<\s>
<s>,come,back
come,back,<\s>
<s>,there,no
there,no,fly
no,fly,<\s>
<s>,no,fly
no,fly,<\s>
<s>,no,<\s>
<s>,splat,fly
splat,fly,<\s>
<s>,card,there
card,there,<\s>
<s>,xxx,daddy
xxx,daddy,<\s>
<s>,daddy,<\s>
<s>,why,boy
why,boy,crying
boy,crying,<\s>
<s>,boy,cry
boy,cry,<\s>
<s>,no,crying
no,crying,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,boy,<\s>
<s>,neenaw,neenaw
neenaw,neenaw,neenaw
neenaw,neenaw,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,look,<\s>
<s>,boy,there
boy,there,<\s>
<s>,tree,<\s>
<s>,where,the
where,the,boy
the,boy,<\s>
<s>,boy,that
boy,that,<\s>
<s>,drive,big
drive,big,truck
big,truck,<\s>
<s>,big,truck
big,truck,<\s>
<s>,neenaw,neenaw
neenaw,neenaw,<\s>
<s>,tractor,live
tractor,live,there
live,there,<\s>
<s>,tractor,live
tractor,live,there
live,there,<\s>
<s>,cut,grass
cut,grass,<\s>
<s>,tractor,<\s>
<s>,cut,cut
cut,cut,the
cut,the,grass
the,grass,<\s>
<s>,it,that
it,that,light
that,light,<\s>
<s>,light,<\s>
<s>,blue,<\s>
<s>,look,light
look,light,<\s>
<s>,it,flash
it,flash,<\s>
<s>,fly,<\s>
<s>,fly,<\s>
<s>,does,fly
does,fly,<\s>
<s>,it,man
it,man,sit
man,sit,there
sit,there,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,drink,<\s>
<s>,want,drink
want,drink,<\s>
<s>,want,drink
want,drink,<\s>
<s>,want,drink
want,drink,<\s>
<s>,want,that
want,that,<\s>
<s>,brumm,<\s>
<s>,up,there
up,there,<\s>
<s>,up,there
up,there,<\s>
<s>,up,there
up,there,<\s>
<s>,put,sand
put,sand,up
sand,up,<\s>
<s>,broke,<\s>
<s>,broke,<\s>
<s>,lady,<\s>
<s>,replace,<\s>
<s>,no,<\s>
<s>,not,bump
not,bump,<\s>
<s>,see,<\s>
<s>,it,big
it,big,one
big,one,<\s>
<s>,big,one
big,one,<\s>
<s>,big,one
big,one,<\s>
<s>,box,<\s>
<s>,on,the
on,the,grass
the,grass,<\s>
<s>,grass,<\s>
<s>,on,grass
on,grass,<\s>
<s>,on,grass
on,grass,<\s>
<s>,seesaw,<\s>
<s>,see,this
see,this,one
this,one,<\s>
<s>,dust,<\s>
<s>,dusting,the
dusting,the,fly
the,fly,<\s>
<s>,come,back
come,back,<\s>
<s>,no,fly
no,fly,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,flew,away
flew,away,<\s>
<s>,the,fly
the,fly,<\s>
<s>,mummy,<\s>
<s>,mummy,<\s>
<s>,xxx,<\s>
<s>,post,<\s>
<s>,in,here
in,here,<\s>
<s>,one,<\s>
<s>,one,no
one,no,fit
no,fit,<\s>
<s>,one,<\s>
<s>,one,<\s>
<s>,it,one
it,one,<\s>
<s>,post,<\s>
<s>,no,<\s>
<s>,not,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,not,<\s>
<s>,mummy,that
mummy,that,<\s>
<s>,stuck,<\s>
<s>,it,stuck
it,stuck,<\s>
<s>,it,<\s>
<s>,it,<\s>
<s>,rub,that
rub,that,there
that,there,<\s>
<s>,no,not
no,not,<\s>
<s>,not,<\s>
<s>,i,got
i,got,a
got,a,ball
a,ball,<\s>
<s>,out,park
out,park,<\s>
<s>,park,<\s>
<s>,not,a
not,a,tractor
a,tractor,there
tractor,there,<\s>
<s>,no,lady
no,lady,tractor
lady,tractor,<\s>
<s>,tree,<\s>
<s>,eat,tree
eat,tree,<\s>
<s>,eat,the
eat,the,tree
the,tree,<\s>
<s>,eat,the
eat,the,tree
the,tree,<\s>
<s>,tree,<\s>
<s>,this,one
this,one,eat
one,eat,there
eat,there,<\s>
<s>,it,broke
it,broke,<\s>
<s>,move,mummy
move,mummy,<\s>
<s>,move,the
move,the,boat
the,boat,<\s>
<s>,like,that
like,that,big
that,big,one
big,one,<\s>
<s>,look,a
look,a,tractor
a,tractor,<\s>
<s>,hammer,<\s>
<s>,want,want
want,want,hammer
want,hammer,<\s>
<s>,want,hammer
want,hammer,<\s>
<s>,want,hammer
want,hammer,<\s>
<s>,want,car
want,car,<\s>
<s>,park,<\s>
<s>,want,xxx
want,xxx,<\s>
<s>,i,got
i,got,a
got,a,got
a,got,a
got,a,boy
a,boy,<\s>
<s>,got,wet
got,wet,<\s>
<s>,look,got
look,got,pipe
got,pipe,burst
pipe,burst,<\s>
<s>,it,got
it,got,xxx
got,xxx,<\s>
<s>,it,got
it,got,<\s>
<s>,it,xxx
it,xxx,<\s>
<s>,the,pipe
the,pipe,got
pipe,got,got
got,got,got
got,got,<\s>
<s>,the,pipe
the,pipe,<\s>
<s>,got,wet
got,wet,<\s>
<s>,it,got
it,got,wet
got,wet,<\s>
<s>,it,<\s>
<s>,look,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,daddy,sit
daddy,sit,there
sit,there,<\s>
<s>,got,wet
got,wet,<\s>
<s>,got,burst
got,burst,<\s>
<s>,the,pipe
the,pipe,got
pipe,got,burst
got,burst,<\s>
<s>,pipe,got
pipe,got,burst
got,burst,<\s>
<s>,wet,<\s>
<s>,it,wet
it,wet,<\s>
<s>,xxx,<\s>
<s>,got,xxx
got,xxx,<\s>
<s>,pipe,<\s>
<s>,fly,there
fly,there,<\s>
<s>,got,xxx
got,xxx,<\s>
<s>,get,a
get,a,boy
a,boy,that
boy,that,<\s>
<s>,mhm,<\s>
<s>,a,pipe
a,pipe,<\s>
<s>,it,got
it,got,xxx
got,xxx,<\s>
<s>,got,boy
got,boy,<\s>
<s>,it,boy
it,boy,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,pipe,got
pipe,got,wet
got,wet,<\s>
<s>,that,<\s>
<s>,big,wet
big,wet,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,a,xxx
a,xxx,<\s>
<s>,xxx,<\s>
<s>,pipe,<\s>
<s>,pipe,<\s>
<s>,look,a
look,a,dustbin
a,dustbin,<\s>
<s>,it,a
it,a,bin
a,bin,<\s>
<s>,there,a
there,a,bin
a,bin,<\s>
<s>,dust,<\s>
<s>,they,late
they,late,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,that,play
that,play,<\s>
<s>,that,<\s>
<s>,no,<\s>
<s>,who's,that
who's,that,<\s>
<s>,that,daddy
that,daddy,<\s>
<s>,that,<\s>
<s>,that,daddy
that,daddy,<\s>
<s>,daddy,<\s>
<s>,daddy,like
daddy,like,that
like,that,<\s>
<s>,that,spider
that,spider,<\s>
<s>,spider,<\s>
<s>,coming,back
coming,back,<\s>
<s>,xxx,<\s>
<s>,the,boy
the,boy,<\s>
<s>,not,wheel
not,wheel,<\s>
<s>,that,got
that,got,big
got,big,<\s>
<s>,xxx,<\s>
<s>,back,<\s>
<s>,xxx,<\s>
<s>,um,<\s>
<s>,truck,gone
truck,gone,<\s>
<s>,lady,gone
lady,gone,<\s>
<s>,come,back
come,back,<\s>
<s>,come,back
come,back,<\s>
<s>,come,back
come,back,<\s>
<s>,come,back
come,back,<\s>
<s>,no,man
no,man,<\s>
<s>,this,on
this,on,<\s>
<s>,this,on
this,on,<\s>
<s>,in,<\s>
<s>,key,<\s>
<s>,there,a
there,a,man
a,man,<\s>
<s>,a,key
a,key,<\s>
<s>,door,<\s>
<s>,train,<\s>
<s>,man,<\s>
<s>,sit,there
sit,there,<\s>
<s>,it,daddy
it,daddy,sit
daddy,sit,there
sit,there,<\s>
<s>,runaway,train
runaway,train,<\s>
<s>,choo,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,xxx,<\s>
<s>,man,sit
man,sit,<\s>
<s>,xxx,<\s>
<s>,eensie,spider
eensie,spider,<\s>
<s>,pipe,<\s>
<s>,what,bit
what,bit,<\s>
<s>,oh,a
oh,a,key
a,key,<\s>
<s>,runaway,train
runaway,train,<\s>
<s>,big,one
big,one,<\s>
<s>,sit,tractor
sit,tractor,<\s>
<s>,sit,<\s>
<s>,lion,sit
lion,sit,there
sit,there,<\s>
<s>,and,man
and,man,sit
man,sit,there
sit,there,<\s>
<s>,eh,<\s>
<s>,giraffe,ride
giraffe,ride,<\s>
<s>,crash,<\s>
<s>,man,sit
man,sit,there
sit,there,<\s>
<s>,toys,<\s>
<s>,that,a
that,a,man
a,man,<\s>
<s>,come,back
come,back,<\s>
<s>,a,man
a,man,there
man,there,<\s>
<s>,a,man
a,man,sit
man,sit,there
sit,there,<\s>
<s>,a,man
